Tahun;P;Provinsi;Kabupaten/Kota;Nama Fasilitas;Jenis;Status;Sampahmasuk (kg/thn);Sampahterkelola (kg/thn);Bahan baku Pakan Ternak;Bahan baku Kompos;Bahan baku Daur Ulang;Bahan baku Up-cycle;Alamat;Kelurahan;Kecamatan;Pengelola
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah Unit Bersih Bersinar;BSU;A;1.908,00;1.884,00;0,00;0,00;1.884,00;0,00;Jl. H. Ilyas Yakub;Painan;IV Jurai;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SDN 16 TELUK KASAI;BSU;A;288,00;288,00;0,00;0,00;288,00;0,00;Batang Kapas;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SMPN 1 BAYANG;BSU;A;360,00;360,00;0,00;0,00;360,00;0,00;Bayang;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah Unit Peduli Lingkungan;BSU;A;1.896,00;1.896,00;0,00;0,00;1.896,00;0,00;Rohana Kudus;Painan;IV Jurai;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SMPN 4 BATANG KAPAS;BSU;A;288,00;288,00;0,00;0,00;288,00;0,00;Batang Kapas;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah MAN 1 PESISIR SELATAN;BSU;A;360,00;360,00;0,00;0,00;360,00;0,00;Bayang;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SDN 04 Nanggalo Tarusan;BSU;A;360,00;360,00;0,00;0,00;360,00;0,00;Koto XI Tarusan;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SMPN 4 SUTERA;BSU;A;288,00;288,00;0,00;0,00;288,00;0,00;Taratak;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SDN 32 GURUN PANJANG;BSU;A;360,00;360,00;0,00;0,00;360,00;0,00;Bayang;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah MTsN 1 Pesisir Selatan;BSU;A;1.080,00;1.080,00;0,00;0,00;1.080,00;0,00;Salido;;;Masyarakat
2023;1;Sumatera Barat;Kab. Solok;Bank Sampah Kelok Salayang;BSU;A;12.456,00;12.456,00;360,00;0,00;12.096,00;0,00;Kelok Salayang (Samping BRI Arosuka), Nagari Batang Barus, Kec. Gunung Talang;;;Masyarakat
2023;1;Sumatera Barat;Kab. Solok;Bank Sampah Rukio Bersih;BSU;A;1.200,00;1.200,00;0,00;0,00;1.200,00;0,00;Nagari Koto Hilalang, Kecamatan Kubung;;;LSM
2023;1;Sumatera Barat;Kab. Solok;Bank Sampah Cinta Bersih;BSU;A;6.601,20;6.601,20;1,20;0,00;6.600,00;0,00;Nagari Cupak, Kecamatan Gunung Talang;;;Masyarakat
2023;1;Sumatera Barat;Kab. Solok;Bank Sampah Ka Saro;BSU;A;564,00;564,00;0,00;0,00;564,00;0,00;Nagari Tanjung Balik, Kecamatan X Koto Diatas;;;Masyarakat
2023;1;Sumatera Barat;Kab. Solok;Bank Sampah Jirek Bajanjang Batu;BSU;A;1.920,00;1.920,00;0,00;0,00;1.920,00;0,00;Nagari Batu Banyak, Kecamatan Lembang Jaya;;;Masyarakat
2023;1;Sumatera Barat;Kab. Solok;Bank Sampah Hijau Lestari;BSU;A;1.200,00;1.200,00;0,00;0,00;1.200,00;0,00;Jln. Raya Selayo, Solok;;;Masyarakat
2023;1;Sumatera Barat;Kab. Solok;Bank Sampah lansia;BSU;A;600,00;600,00;0,00;0,00;600,00;0,00;Nagari Panyakalan;;;Masyarakat
2023;1;Sumatera Barat;Kab. Solok;Bank Sampah Raznanqa;BSU;A;8.640,00;8.640,00;0,00;0,00;7.200,00;1.440,00;Nagari Supayang Kecamatan Payung Sekaki;;;Masyarakat
2023;1;Sumatera Barat;Kab. Solok;Bank Sampah Saniang Baka;BSU;A;600,00;600,00;0,00;0,00;600,00;0,00;Nagari Saniang Baka Kecamatan X Koto Singkarak;;;Masyarakat
2023;1;Sumatera Barat;Kab. Solok;Bank Sampah Kelok Salayang;BSU;A;12.456,00;12.456,00;360,00;0,00;12.096,00;0,00;Kelok Salayang (Samping BRI Arosuka), Nagari Batang Barus, Kec. Gunung Talang;;;Masyarakat
2023;1;Sumatera Barat;Kab. Solok;Bank Sampah Rukio Bersih;BSU;A;1.200,00;1.200,00;0,00;0,00;1.200,00;0,00;Nagari Koto Hilalang, Kecamatan Kubung;;;LSM
2023;1;Sumatera Barat;Kab. Solok;Bank Sampah Cinta Bersih;BSU;A;6.601,20;6.601,20;1,20;0,00;6.600,00;0,00;Nagari Cupak, Kecamatan Gunung Talang;;;Masyarakat
2023;1;Sumatera Barat;Kab. Solok;Bank Sampah Ka Saro;BSU;A;564,00;564,00;0,00;0,00;564,00;0,00;Nagari Tanjung Balik, Kecamatan X Koto Diatas;;;Masyarakat
2023;1;Sumatera Barat;Kab. Solok;Bank Sampah Jirek Bajanjang Batu;BSU;A;1.920,00;1.920,00;0,00;0,00;1.920,00;0,00;Nagari Batu Banyak, Kecamatan Lembang Jaya;;;Masyarakat
2023;1;Sumatera Barat;Kab. Solok;Bank Sampah Hijau Lestari;BSU;A;1.200,00;1.200,00;0,00;0,00;1.200,00;0,00;Jln. Raya Selayo, Solok;;;Masyarakat
2023;1;Sumatera Barat;Kab. Solok;Bank Sampah lansia;BSU;A;600,00;600,00;0,00;0,00;600,00;0,00;Nagari Panyakalan;;;Masyarakat
2023;1;Sumatera Barat;Kab. Solok;Bank Sampah Raznanqa;BSU;A;8.640,00;8.640,00;0,00;0,00;7.200,00;1.440,00;Nagari Supayang Kecamatan Payung Sekaki;;;Masyarakat
2023;1;Sumatera Barat;Kab. Solok;Bank Sampah Saniang Baka;BSU;A;600,00;600,00;0,00;0,00;600,00;0,00;Nagari Saniang Baka Kecamatan X Koto Singkarak;;;Masyarakat
2023;1;Sumatera Barat;Kab. Sijunjung;Bank Sampah Unit Nagari Kamang;BSU;A;1.020,00;1.020,00;0,00;0,00;1.020,00;0,00;Jrg. Kurnia Kamang Jalur II;Kamang;Kamang  Baru;LSM
2023;1;Sumatera Barat;Kab. Sijunjung;Bank Sampah Unit Palangki Lestari;BSU;A;864,00;864,00;0,00;0,00;864,00;0,00;Jorong Pantai Cermin;Palangki;IV Nagari;LSM
2023;1;Sumatera Barat;Kab. Sijunjung;Bank Sampah Unit KRPL Bunga Tanjung;BSU;A;1.140,00;1.140,00;0,00;420,00;720,00;0,00;Jorong Muaro Gambok;Nagari Muaro;Sijunjung;Masyarakat
2023;1;Sumatera Barat;Kab. Sijunjung;Bank Sampah Unit Tanboa Berkah;BSU;A;3.420,00;3.420,00;0,00;540,00;2.880,00;0,00;Jrng Pauh;Nagari Tanjung Bonai Aur;Sumpur Kudus;Masyarakat
2023;1;Sumatera Barat;Kab. Sijunjung;Bank Sampah Unit Pematang Panjang;BSU;A;3.048,00;3.048,00;0,00;1.872,00;1.176,00;0,00;Pematang Panjang;Pematang Panjang;Sijunjung;LSM
2023;1;Sumatera Barat;Kab. Sijunjung;Bank Sampah Unit Pelangi;BSU;A;1.200,00;1.200,00;0,00;600,00;600,00;0,00;Perumahan Karya Dharma I Blok P4;Nagari Muaro;Sijunjung;LSM
2023;1;Sumatera Barat;Kab. Sijunjung;Bank Sampah Unit Ladang Kapeh Lestari;BSU;A;1.476,00;1.476,00;0,00;660,00;816,00;0,00;Perumnas GSI Jrng Ladang Kapeh Nagari Padang sibusuk;Nagari Padang Sibusuk;Kupitan;Masyarakat
2023;1;Sumatera Barat;Kab. Sijunjung;Bank Sampah Unit Sehati;BSU;A;4.500,00;4.500,00;0,00;3.300,00;1.200,00;0,00;Guguk;Guguk;Koto VII;Masyarakat
2023;1;Sumatera Barat;Kab. Sijunjung;Bank Sampah Unit Mekar;BSU;A;900,00;900,00;0,00;120,00;780,00;0,00;Muaro;Muaro;Sijunjung;Masyarakat
2023;1;Sumatera Barat;Kab. Sijunjung;Bank Sampah Unit Cendana;BSU;A;660,00;660,00;0,00;0,00;660,00;0,00;Jln. Cendana Jrng Tapian Nanto;Sijunjung;Sijunjung;Masyarakat
2023;1;Sumatera Barat;Kab. Sijunjung;Bank Sampah Unit Nagari Kamang;BSU;A;1.020,00;1.020,00;0,00;0,00;1.020,00;0,00;Jrg. Kurnia Kamang Jalur II;Kamang;Kamang  Baru;LSM
2023;1;Sumatera Barat;Kab. Sijunjung;Bank sampah Nagari Tanjung Gadang;BSU;A;672,00;672,00;0,00;0,00;672,00;0,00;Nagari Tanjung Gadang;;;LSM
2023;1;Sumatera Barat;Kab. Sijunjung;Bank Sampah Unit Palangki Lestari;BSU;A;864,00;864,00;0,00;0,00;864,00;0,00;Jorong Pantai Cermin;Palangki;IV Nagari;LSM
2023;1;Sumatera Barat;Kab. Sijunjung;Bank Sampah Kejora;BSU;A;10.980,00;10.980,00;0,00;4.800,00;6.180,00;0,00;Nagari Palaluar;;;LSM
2023;1;Sumatera Barat;Kab. Sijunjung;Bank Sampah Unit KRPL Bunga Tanjung;BSU;A;1.140,00;1.140,00;0,00;420,00;720,00;0,00;Jorong Muaro Gambok;Nagari Muaro;Sijunjung;Masyarakat
2023;1;Sumatera Barat;Kab. Sijunjung;Bank Sampah Batu Manjulur;BSU;A;1.020,00;960,00;0,00;0,00;960,00;0,00;Nagari Manjulur;;;LSM
2023;1;Sumatera Barat;Kab. Sijunjung;Bank Sampah Unit Tanboa Berkah;BSU;A;3.420,00;3.420,00;0,00;540,00;2.880,00;0,00;Jrng Pauh;Nagari Tanjung Bonai Aur;Sumpur Kudus;Masyarakat
2023;1;Sumatera Barat;Kab. Sijunjung;Bank Sampah Unit Pematang Panjang;BSU;A;3.048,00;3.048,00;0,00;1.872,00;1.176,00;0,00;Pematang Panjang;Pematang Panjang;Sijunjung;LSM
2023;1;Sumatera Barat;Kab. Sijunjung;Bank Sampah Unit Pelangi;BSU;A;1.200,00;1.200,00;0,00;600,00;600,00;0,00;Perumahan Karya Dharma I Blok P4;Nagari Muaro;Sijunjung;LSM
2023;1;Sumatera Barat;Kab. Sijunjung;Bank Sampah Unit Ladang Kapeh Lestari;BSU;A;1.476,00;1.476,00;0,00;660,00;816,00;0,00;Perumnas GSI Jrng Ladang Kapeh Nagari Padang sibusuk;Nagari Padang Sibusuk;Kupitan;Masyarakat
2023;1;Sumatera Barat;Kab. Sijunjung;Bank Sampah Unit Sehati;BSU;A;4.500,00;4.500,00;0,00;3.300,00;1.200,00;0,00;Guguk;Guguk;Koto VII;Masyarakat
2023;1;Sumatera Barat;Kab. Sijunjung;Bank Sampah Unit Mekar;BSU;A;900,00;900,00;0,00;120,00;780,00;0,00;Muaro;Muaro;Sijunjung;Masyarakat
2023;1;Sumatera Barat;Kab. Sijunjung;Bank Sampah Unit Cendana;BSU;A;660,00;660,00;0,00;0,00;660,00;0,00;Jln. Cendana Jrng Tapian Nanto;Sijunjung;Sijunjung;Masyarakat
2023;1;Sumatera Barat;Kab. Sijunjung;Bank sampah Nagari Tanjung Gadang;BSU;A;672,00;672,00;0,00;0,00;672,00;0,00;Nagari Tanjung Gadang;;;LSM
2023;1;Sumatera Barat;Kab. Sijunjung;Bank Sampah Kejora;BSU;A;10.980,00;10.980,00;0,00;4.800,00;6.180,00;0,00;Nagari Palaluar;;;LSM
2023;1;Sumatera Barat;Kab. Sijunjung;Bank Sampah Batu Manjulur;BSU;A;1.020,00;960,00;0,00;0,00;960,00;0,00;Nagari Manjulur;;;LSM
2023;1;Sumatera Barat;Kab. Tanah Datar;Bank Sampah Unit BBM BERSIH BERKARYA MANDIRI;BSU;A;2.340,00;2.340,00;0,00;0,00;2.100,00;240,00;Cubadak;Cubadak;Lima Kaum;LSM
2023;1;Sumatera Barat;Kab. Tanah Datar;Bank Sampah Unit NTB (NAGARI TANJUNG BARULAK);BSU;A;756,00;756,00;0,00;0,00;672,00;84,00;Tanjung Barulak;Tanjung Barulak;Tanjung Emas;LSM
2023;1;Sumatera Barat;Kab. Tanah Datar;Bank Sampah Unit BERKAT YAKIN;BSU;A;5.400,00;5.400,00;1.620,00;864,00;2.784,00;132,00;Sumanik;Sumanik;Salimpaung;LSM
2023;1;Sumatera Barat;Kab. Tanah Datar;Bank Sampah Unit MATA HATI;BSU;A;1.380,00;1.380,00;0,00;0,00;1.320,00;60,00;Gurun;Gurun;Sungai Tarab;LSM
2023;1;Sumatera Barat;Kab. Tanah Datar;Bank Sampah Unit TUNAS BARU;BSU;A;1.380,00;1.380,00;396,00;516,00;468,00;0,00;Simawang;Simawang;Rambatan;LSM
2023;1;Sumatera Barat;Kab. Tanah Datar;Bank Sampah Unit SCB (Sawah Tangah Cinta Bersih);BSU;A;1.440,00;1.440,00;0,00;0,00;1.284,00;156,00;Sawah Tangah;Sawah Tangah;Pariangan;LSM
2023;1;Sumatera Barat;Kab. Tanah Datar;Bank Sampah Unit ANDAM SARI;BSU;A;7.800,00;7.800,00;2.100,00;540,00;4.944,00;216,00;Barulak;Barulak;Tanjung Baru;LSM
2023;1;Sumatera Barat;Kab. Tanah Datar;Bank Sampah Unit BATU BASA KREATIF;BSU;A;1.320,00;1.320,00;0,00;0,00;1.320,00;0,00;Batu Basa;Batu Basa;Pariangan;LSM
2023;1;Sumatera Barat;Kab. Tanah Datar;Bank Sampah Unit BERINGIN SAKTI;BSU;A;780,00;780,00;0,00;0,00;756,00;24,00;Tanjung Alam;Tanjung Alam;Tanjung Baru;LSM
2023;1;Sumatera Barat;Kab. Tanah Datar;Bank Sampah Unit NAGARI SARUASO;BSU;A;1.380,00;1.380,00;0,00;0,00;1.380,00;0,00;Saruaso;Saruaso;Tanjung Emas;LSM
2023;1;Sumatera Barat;Kab. Tanah Datar;Bank Sampah Unit AREN;BSU;A;3.600,00;3.600,00;1.800,00;0,00;1.680,00;120,00;Andaleh Baruh Bukik;Andaleh Baruh Bukik;Sungayang;LSM
2023;1;Sumatera Barat;Kab. Tanah Datar;Bank Sampah Unit BBM BERSIH BERKARYA MANDIRI;BSU;A;2.340,00;2.340,00;0,00;0,00;2.100,00;240,00;Cubadak;Cubadak;Lima Kaum;LSM
2023;1;Sumatera Barat;Kab. Tanah Datar;Bank Sampah Unit ATAR SAIYO;BSU;A;1.800,00;1.800,00;540,00;540,00;672,00;48,00;Atar;Atar;Padang Ganting;LSM
2023;1;Sumatera Barat;Kab. Tanah Datar;Bank Sampah Unit NTB (NAGARI TANJUNG BARULAK);BSU;A;756,00;756,00;0,00;0,00;672,00;84,00;Tanjung Barulak;Tanjung Barulak;Tanjung Emas;LSM
2023;1;Sumatera Barat;Kab. Tanah Datar;Bank Sampah Unit PBB (Pangian Berkarya Bersama);BSU;A;1.020,00;1.020,00;0,00;0,00;960,00;60,00;Pangian;Pangian;Lintau Buo;LSM
2023;1;Sumatera Barat;Kab. Tanah Datar;Bank Sampah Unit BERKAT YAKIN;BSU;A;5.400,00;5.400,00;1.620,00;864,00;2.784,00;132,00;Sumanik;Sumanik;Salimpaung;LSM
2023;1;Sumatera Barat;Kab. Tanah Datar;Bank Sampah Unit BERKAH;BSU;A;1.500,00;1.500,00;0,00;0,00;1.440,00;60,00;Rao-Rao;Rao-Rao;Sungai Tarab;LSM
2023;1;Sumatera Barat;Kab. Tanah Datar;Bank Sampah Unit MATA HATI;BSU;A;1.380,00;1.380,00;0,00;0,00;1.320,00;60,00;Gurun;Gurun;Sungai Tarab;LSM
2023;1;Sumatera Barat;Kab. Tanah Datar;Bank Sampah Unit AIE BAREH;BSU;A;1.380,00;1.380,00;0,00;0,00;1.320,00;60,00;Tanjung Barulak;Tanjung Barulak;Batipuh;LSM
2023;1;Sumatera Barat;Kab. Tanah Datar;Bank Sampah Unit TUNAS BARU;BSU;A;1.380,00;1.380,00;396,00;516,00;468,00;0,00;Simawang;Simawang;Rambatan;LSM
2023;1;Sumatera Barat;Kab. Tanah Datar;Bank Sampah Unit BOUGENVILLE;BSU;A;4.200,00;4.200,00;0,00;0,00;3.768,00;432,00;Limo Kaum;Limo Kaum;Lima Kaum;LSM
2023;1;Sumatera Barat;Kab. Tanah Datar;Bank Sampah Unit ANDAM SARI;BSU;A;7.800,00;7.800,00;2.100,00;540,00;4.944,00;216,00;Barulak;Barulak;Tanjung Baru;LSM
2023;1;Sumatera Barat;Kab. Tanah Datar;Bank Sampah Unit RAFLESIA;BSU;A;1.020,00;1.020,00;0,00;0,00;960,00;60,00;Saruaso;Saruaso;Tanjung Emas;LSM
2023;1;Sumatera Barat;Kab. Tanah Datar;Bank Sampah Unit BERINGIN SAKTI;BSU;A;780,00;780,00;0,00;0,00;756,00;24,00;Tanjung Alam;Tanjung Alam;Tanjung Baru;LSM
2023;1;Sumatera Barat;Kab. Tanah Datar;Bank Sampah Unit NAGARI BARINGIN;BSU;A;1.500,00;1.500,00;0,00;0,00;1.440,00;60,00;Baringin;Baringin;Lima Kaum;LSM
2023;1;Sumatera Barat;Kab. Tanah Datar;Bank Sampah Unit AREN;BSU;A;3.600,00;3.600,00;1.800,00;0,00;1.680,00;120,00;Andaleh Baruh Bukik;Andaleh Baruh Bukik;Sungayang;LSM
2023;1;Sumatera Barat;Kab. Tanah Datar;Bank Sampah Unit MTsN 1 Tanah Datar;BSU;A;420,00;420,00;0,00;0,00;360,00;60,00;KAB. TANAH DATAR;;;Pemda
2023;1;Sumatera Barat;Kab. Tanah Datar;Bank Sampah Unit ATAR SAIYO;BSU;A;1.800,00;1.800,00;540,00;540,00;672,00;48,00;Atar;Atar;Padang Ganting;LSM
2023;1;Sumatera Barat;Kab. Tanah Datar;Bank Sampah Unit SMAN 1 Salimpaung;BSU;A;444,00;444,00;0,00;0,00;384,00;60,00;Salimpaung;;Salimpaung;Pemda
2023;1;Sumatera Barat;Kab. Tanah Datar;Bank Sampah Unit PBB (Pangian Berkarya Bersama);BSU;A;1.020,00;1.020,00;0,00;0,00;960,00;60,00;Pangian;Pangian;Lintau Buo;LSM
2023;1;Sumatera Barat;Kab. Tanah Datar;Bank Sampah Unit SMAN 1 Sungayang;BSU;A;756,00;756,00;0,00;0,00;660,00;96,00;Sungayang;;Sungayang;Pemda
2023;1;Sumatera Barat;Kab. Tanah Datar;Bank Sampah Unit BERKAH;BSU;A;1.500,00;1.500,00;0,00;0,00;1.440,00;60,00;Rao-Rao;Rao-Rao;Sungai Tarab;LSM
2023;1;Sumatera Barat;Kab. Tanah Datar;Bank Sampah Unit AIE BAREH;BSU;A;1.380,00;1.380,00;0,00;0,00;1.320,00;60,00;Tanjung Barulak;Tanjung Barulak;Batipuh;LSM
2023;1;Sumatera Barat;Kab. Tanah Datar;Bank Sampah Unit SMA N 2 Batusangkar;BSU;A;1.068,00;1.068,00;0,00;0,00;1.008,00;60,00;KAB. TANAH DATAR;;;Pemda
2023;1;Sumatera Barat;Kab. Tanah Datar;Bank Sampah Unit BOUGENVILLE;BSU;A;4.200,00;4.200,00;0,00;0,00;3.768,00;432,00;Limo Kaum;Limo Kaum;Lima Kaum;LSM
2023;1;Sumatera Barat;Kab. Tanah Datar;Bank Sampah Unit SMA N 1 Lintau Buo;BSU;A;1.116,00;1.116,00;0,00;0,00;1.056,00;60,00;Lintau Buo;;Lintau Buo;Pemda
2023;1;Sumatera Barat;Kab. Tanah Datar;Bank Sampah Unit RAFLESIA;BSU;A;1.020,00;1.020,00;0,00;0,00;960,00;60,00;Saruaso;Saruaso;Tanjung Emas;LSM
2023;1;Sumatera Barat;Kab. Tanah Datar;Bank Sampah Unit NAGARI BARINGIN;BSU;A;1.500,00;1.500,00;0,00;0,00;1.440,00;60,00;Baringin;Baringin;Lima Kaum;LSM
2023;1;Sumatera Barat;Kab. Tanah Datar;Bank Sampah Unit MTsN 1 Tanah Datar;BSU;A;420,00;420,00;0,00;0,00;360,00;60,00;KAB. TANAH DATAR;;;Pemda
2023;1;Sumatera Barat;Kab. Tanah Datar;Bank Sampah Unit SMAN 1 Salimpaung;BSU;A;444,00;444,00;0,00;0,00;384,00;60,00;Salimpaung;;Salimpaung;Pemda
2023;1;Sumatera Barat;Kab. Tanah Datar;Bank Sampah Unit SMAN 2 Lintau Buo;BSU;A;1.068,00;1.068,00;0,00;0,00;996,00;72,00;Lintau Buo;;Lintau Buo;Pemda
2023;1;Sumatera Barat;Kab. Tanah Datar;Bank Sampah Unit SMAN 1 Sungayang;BSU;A;756,00;756,00;0,00;0,00;660,00;96,00;Sungayang;;Sungayang;Pemda
2023;1;Sumatera Barat;Kab. Tanah Datar;Bank Sampah Unit SMA N 2 Sungai Tarab;BSU;A;984,00;984,00;0,00;0,00;900,00;84,00;Sungai Tarab;;Sungai Tarab;Pemda
2023;1;Sumatera Barat;Kab. Tanah Datar;Bank Sampah Unit SMA N 2 Batusangkar;BSU;A;1.068,00;1.068,00;0,00;0,00;1.008,00;60,00;KAB. TANAH DATAR;;;Pemda
2023;1;Sumatera Barat;Kab. Tanah Datar;Bank Sampah Unit SMA N 1 Lintau Buo;BSU;A;1.116,00;1.116,00;0,00;0,00;1.056,00;60,00;Lintau Buo;;Lintau Buo;Pemda
2023;1;Sumatera Barat;Kab. Tanah Datar;Bank Sampah Unit SMAN 2 Lintau Buo;BSU;A;1.068,00;1.068,00;0,00;0,00;996,00;72,00;Lintau Buo;;Lintau Buo;Pemda
2023;1;Sumatera Barat;Kab. Tanah Datar;Bank Sampah Unit SMA N 2 Sungai Tarab;BSU;A;984,00;984,00;0,00;0,00;900,00;84,00;Sungai Tarab;;Sungai Tarab;Pemda
2023;1;Sumatera Barat;Kab. Tanah Datar;Bank Sampah Unit SCB (Sawah Tangah Cinta Bersih);BSU;A;1.440,00;1.440,00;0,00;0,00;1.284,00;156,00;Sawah Tangah;Sawah Tangah;Pariangan;LSM
2023;1;Sumatera Barat;Kab. Tanah Datar;Bank Sampah Unit BATU BASA KREATIF;BSU;A;1.320,00;1.320,00;0,00;0,00;1.320,00;0,00;Batu Basa;Batu Basa;Pariangan;LSM
2023;1;Sumatera Barat;Kab. Tanah Datar;Bank Sampah Unit NAGARI SARUASO;BSU;A;1.380,00;1.380,00;0,00;0,00;1.380,00;0,00;Saruaso;Saruaso;Tanjung Emas;LSM
2023;1;Sumatera Barat;Kab. Agam;Ranah Den Cinto;BSU;A;1.800,00;1.800,00;0,00;1.800,00;0,00;0,00;Lubuk Basung;Lubuk Basung;Lubuk Basung;LSM
2023;1;Sumatera Barat;Kab. Agam;Bank Sampah Bahdawisma;BSU;A;660,00;396,00;0,00;0,00;0,00;396,00;Balai Gurah;Balai Gurah;IV Koto;LSM
2023;1;Sumatera Barat;Kab. Agam;Bank Sampah Sarok Pintar;BSU;A;720,00;660,00;0,00;0,00;0,00;660,00;Koto Duo;Koto Duo;Koto Duo;LSM
2023;1;Sumatera Barat;Kab. Agam;Bank Sampah Anggrek Putih;BSU;A;432,00;342,00;0,00;0,00;0,00;342,00;Koto Malintang;Koto Malintang;Koto Malintang;LSM
2023;1;Sumatera Barat;Kab. Agam;Bank Sampah Sakato;BSU;A;48.000,00;48.000,00;42.000,00;0,00;6.000,00;0,00;Panampuang;;;Masyarakat
2023;1;Sumatera Barat;Kab. Agam;Bank Sampah Simarasok;BSU;A;1.200,00;1.080,00;0,00;480,00;600,00;0,00;Jorong Sungai Angek;;;LSM
2023;1;Sumatera Barat;Kab. Agam;Bank Sampah Andalan Nagari;BSU;A;60.000,00;49.200,00;49.200,00;0,00;0,00;0,00;Babuai;;;LSM
2023;1;Sumatera Barat;Kab. Agam;Ranah Den Cinto;BSU;A;1.800,00;1.800,00;0,00;1.800,00;0,00;0,00;Lubuk Basung;Lubuk Basung;Lubuk Basung;LSM
2023;1;Sumatera Barat;Kab. Agam;Bank Sampah Bahdawisma;BSU;A;660,00;396,00;0,00;0,00;0,00;396,00;Balai Gurah;Balai Gurah;IV Koto;LSM
2023;1;Sumatera Barat;Kab. Agam;Bank Sampah Sarok Pintar;BSU;A;720,00;660,00;0,00;0,00;0,00;660,00;Koto Duo;Koto Duo;Koto Duo;LSM
2023;1;Sumatera Barat;Kab. Agam;Bank Sampah Anggrek Putih;BSU;A;432,00;342,00;0,00;0,00;0,00;342,00;Koto Malintang;Koto Malintang;Koto Malintang;LSM
2023;1;Sumatera Barat;Kab. Agam;Bank Sampah Sakato;BSU;A;48.000,00;48.000,00;42.000,00;0,00;6.000,00;0,00;Panampuang;;;Masyarakat
2023;1;Sumatera Barat;Kab. Agam;Bank Sampah Simarasok;BSU;A;1.200,00;1.080,00;0,00;480,00;600,00;0,00;Jorong Sungai Angek;;;LSM
2023;1;Sumatera Barat;Kab. Agam;Bank Sampah Andalan Nagari;BSU;A;60.000,00;49.200,00;49.200,00;0,00;0,00;0,00;Babuai;;;LSM
2023;1;Sumatera Barat;Kab. Dharmasraya;Bank Sampah Sajati V;BSU;A;67.200,00;37.668,00;0,00;0,00;37.668,00;0,00;Nagari Tebing Tinggi, Kecamatan Pulau Punjung;Nagari Tebing Tinggi;Pulau Punjung;Masyarakat
2023;1;Sumatera Barat;Kab. Dharmasraya;Bank Sampah Sajati VI;BSU;A;66.600,00;33.000,00;0,00;0,00;33.000,00;0,00;Nagari Tiumang, Kecamatan Tiumang;Nagari Tiumang;Tiumang;Masyarakat
2023;1;Sumatera Barat;Kab. Dharmasraya;Bank Sampah Sajati VII;BSU;A;36.600,00;35.400,00;0,00;0,00;35.400,00;0,00;Jorong Lubuk Bulang, Kecamatan Gunung Selasih;Nagari Gunung Selasih;Pulau Punjung;Masyarakat
2023;1;Sumatera Barat;Kab. Dharmasraya;Bank Sampah Sajati VIII;BSU;A;369.000,00;313.512,00;0,00;0,00;313.512,00;0,00;Nagari Sungai Rumba, Kecamatan Sungai Rumbai;Nagari Sungai Rumbai;Sungai Rumbai;Masyarakat
2023;1;Sumatera Barat;Kab. Dharmasraya;Bank Sampah Sajati V;BSU;A;67.200,00;37.668,00;0,00;0,00;37.668,00;0,00;Nagari Tebing Tinggi, Kecamatan Pulau Punjung;Nagari Tebing Tinggi;Pulau Punjung;Masyarakat
2023;1;Sumatera Barat;Kab. Dharmasraya;Bank Sampah Sajati VI;BSU;A;66.600,00;33.000,00;0,00;0,00;33.000,00;0,00;Nagari Tiumang, Kecamatan Tiumang;Nagari Tiumang;Tiumang;Masyarakat
2023;1;Sumatera Barat;Kab. Dharmasraya;Bank Sampah Sajati VII;BSU;A;36.600,00;35.400,00;0,00;0,00;35.400,00;0,00;Jorong Lubuk Bulang, Kecamatan Gunung Selasih;Nagari Gunung Selasih;Pulau Punjung;Masyarakat
2023;1;Sumatera Barat;Kab. Dharmasraya;Bank Sampah Sajati VIII;BSU;A;369.000,00;313.512,00;0,00;0,00;313.512,00;0,00;Nagari Sungai Rumba, Kecamatan Sungai Rumbai;Nagari Sungai Rumbai;Sungai Rumbai;Masyarakat
2023;1;Sumatera Barat;Kab. Solok Selatan;Bank sampah madya hijau;BSU;A;96.000,00;96.000,00;0,00;0,00;96.000,00;0,00;Sungai Padi;;;Masyarakat
2023;1;Sumatera Barat;Kab. Solok Selatan;Bank sampah madya hijau;BSU;A;96.000,00;96.000,00;0,00;0,00;96.000,00;0,00;Sungai Padi;;;Masyarakat
2023;1;Sumatera Barat;Kota Solok;Bank Sampah Jaya SMP 5;BSU;A;864,00;864,00;0,00;0,00;864,00;0,00;Jl. Pandan Puti;KTK;Lubuk Sikarah;Pemda
2023;1;Sumatera Barat;Kota Solok;Bank Sampah Unit Riva;BSU;A;720.000,00;720.000,00;0,00;0,00;720.000,00;0,00;Gurun Mutiara Kel. Nan Balimo;;;Masyarakat
